frame,A_x,A_y,A_r,A_score,A_x_smooth,A_y_smooth,M_x,M_y,M_r,M_score,M_x_smooth,M_y_smooth,H_x,H_y,H_r,H_score,H_x_smooth,H_y_smooth,R_x,R_y,R_r,R_score,R_x_smooth,R_y_smooth,X,Y,Z,speed,goal_flag,goal_confidence
1581,,,,,,,655,872,7,,985.5551,660.1436,1488,549,4,,810.6486,535.6094,1452,440,5,,1191.0996,483.9825,-0.6190,0.4212,0.0000,0.1071,0,
1582,,,,,,,698,862,7,,985.3587,660.2815,1504,551,4,,811.2077,535.6218,1453,439,5,,1191.2790,483.9517,-0.6172,0.4205,0.0000,0.1178,0,
1583,,,,,,,736,850,7,,985.1885,660.4110,1474,546,4,,811.7418,535.6302,,,,,,,-0.6153,0.4198,0.0000,0.1167,0,
1584,,,,,,,767,838,7,,985.0396,660.5321,1423,539,4,,812.2339,535.6329,1455,555,9,,1191.4595,484.0003,-0.6136,0.4192,0.0000,0.1095,0,
1585,,,,,,,790,827,7,,984.9067,660.6456,1366,530,4,,812.6794,535.6283,1455,626,9,,1191.6397,484.0975,-0.6121,0.4186,0.0000,0.0993,0,
1586,,,,,,,805,818,8,,984.7841,660.7528,1315,522,4,,813.0832,535.6174,1452,664,9,,1191.8177,484.2204,-0.6107,0.4181,0.0000,0.0892,0,
1587,,,,,,,816,810,8,,984.6692,660.8544,1272,516,4,,813.4517,535.6016,1448,678,9,,1191.9927,484.3528,-0.6094,0.4177,0.0000,0.0803,0,
1588,,,,,,,823,802,7,,984.5593,660.9504,1239,511,5,,813.7933,535.5819,1443,677,9,,1192.1640,484.4843,-0.6082,0.4173,0.0000,0.0732,0,
1589,,,,,,,827,796,6,,984.4522,661.0422,1216,506,4,,814.1158,535.5582,1439,669,9,,1192.3324,484.6101,-0.6072,0.4170,0.0000,0.0678,0,
1590,,,,,,,830,789,6,,984.3472,661.1291,1200,504,4,,814.4250,535.5329,1434,655,9,,1192.4971,484.7263,-0.6061,0.4167,0.0000,0.0640,0,
1591,,,,,,,823,779,7,,984.2377,661.2091,1189,502,4,,814.7249,535.5060,1428,637,9,,1192.6575,484.8300,-0.6052,0.4164,0.0000,0.0593,0,
1592,,,,,,,819,768,6,,984.1256,661.2816,,,,,,,1423,621,9,,1192.8143,484.9227,1.2847,0.6690,0.0000,,0,
1593,,,,,,,817,756,6,,984.0123,661.3458,1183,500,4,,815.0195,535.4776,1419,603,8,,1192.9682,485.0030,-0.6048,0.4159,0.0000,,0,
1594,,,,,,,816,742,5,,983.8985,661.4004,,,,,,,1415,584,8,,1193.1191,485.0703,1.2851,0.6676,0.0000,,0,
1595,,,,,,,816,728,6,,983.7848,661.4455,,,,,,,1413,566,8,,1193.2685,485.1253,1.2853,0.6671,0.0000,0.0319,0,
1596,,,,,,,823,711,8,,983.6760,661.4790,,,,,,,1411,549,8,,1193.4163,485.1687,1.2855,0.6668,0.0000,0.0259,0,
1597,,,,,,,827,696,9,,983.5701,661.5024,872,650,4,,815.0650,535.5692,1410,535,8,,1193.5632,485.2025,-0.6068,0.4146,0.0000,,0,
1598,,,,,,,829,683,11,,983.4657,661.5169,678,744,4,,814.9556,535.7356,1409,523,9,,1193.7093,485.2281,-0.6079,0.4137,0.0000,0.0840,0,
1599,,,,,,,832,671,10,,983.3634,661.5233,572,797,4,,814.7617,535.9441,1407,513,8,,1193.8538,485.2469,-0.6094,0.4127,0.0000,0.1098,0,
1600,,,,,,,834,662,11,,983.2626,661.5236,,,,,,,1406,506,8,,1193.9974,485.2610,1.2863,0.6661,0.0000,,0,
1601,,,,,,,835,656,11,,983.1626,661.5199,592,650,16,,814.5840,536.0351,1405,501,9,,1194.1402,485.2716,-0.6113,0.4122,0.0000,,0,
1602,,,,,,,834,652,11,,983.0621,661.5135,627,548,16,,814.4346,536.0446,1403,498,9,,1194.2814,485.2802,-0.6125,0.4122,0.0000,0.0750,0,
1603,,,,,,,833,648,10,,982.9611,661.5044,665,483,16,,814.3156,536.0024,1402,495,9,,1194.4217,485.2868,-0.6136,0.4125,0.0000,0.0678,0,
1604,,,,,,,832,647,10,,982.8595,661.4946,701,446,17,,814.2254,535.9308,1401,495,8,,1194.5612,485.2933,-0.6146,0.4129,0.0000,0.0625,0,
1605,,,,,,,832,648,10,,982.7580,661.4856,729,429,16,,814.1577,535.8458,1399,496,9,,1194.6991,485.3006,-0.6154,0.4133,0.0000,0.0581,0,
1606,,,,,,,831,650,11,,982.6561,661.4778,,,,,,,1398,499,8,,1194.8362,485.3098,1.2875,0.6661,0.0000,,0,
1607,99,531,4,,1085.6402,596.9681,835,649,10,,982.5569,661.4695,370,368,4,,813.8049,535.7125,1392,499,6,,1194.9691,485.3190,-0.1028,0.7366,0.0000,,0,
1608,134,494,4,,1084.7216,596.8687,843,637,15,,982.4632,661.4530,145,337,4,,813.2742,535.5548,1363,489,7,,1195.0822,485.3215,-0.1100,0.7379,0.0000,0.4416,0,
1609,166,475,4,,1083.8357,596.7512,852,618,7,,982.3757,661.4239,22,324,4,,812.6467,535.3870,1319,471,10,,1195.1656,485.3119,-0.1176,0.7393,0.0000,0.4620,0,
1610,,,,,,,866,598,6,,982.2977,661.3814,-29,324,4,,811.9798,535.2195,,,,,,,-0.6286,0.4170,0.0000,,0,
1611,,,,,,,882,577,6,,982.2306,661.3249,-37,330,4,,811.3076,535.0570,1382,445,5,,1195.2912,485.2848,-0.6323,0.4181,0.0000,0.2313,0,
1612,,,,,,,898,559,6,,982.1742,661.2564,-20,339,4,,810.6500,534.9019,1424,430,5,,1195.4449,485.2476,-0.6359,0.4192,0.0000,0.2245,0,
1613,,,,,,,915,546,7,,982.1293,661.1793,8,348,4,,810.0155,534.7542,1451,423,5,,1195.6166,485.2058,-0.6393,0.4203,0.0000,0.2147,0,
1614,240,446,6,,1083.0228,596.6059,930,535,8,,982.0944,661.0950,39,356,4,,809.4065,534.6130,1466,422,5,,1195.7980,485.1634,-0.1379,0.7439,0.0000,,0,
1615,300,430,6,,1082.2692,596.4456,942,526,8,,982.0676,661.0047,67,363,4,,808.8206,534.4776,1472,423,5,,1195.9833,485.1217,-0.1446,0.7454,0.0000,0.4115,0,
1616,348,421,5,,1081.5632,596.2769,953,520,9,,982.0482,660.9106,91,368,4,,808.2545,534.3463,1473,425,5,,1196.1689,485.0814,-0.1509,0.7469,0.0000,0.3921,0,
1617,383,419,4,,1080.8922,596.1066,963,517,9,,982.0355,660.8146,108,371,4,,807.7027,534.2176,1471,428,5,,1196.3530,485.0432,-0.1570,0.7484,0.0000,0.3776,0,
1618,,,,,,,971,514,9,,982.0282,660.7167,121,373,4,,807.1620,534.0906,1467,431,5,,1196.5342,485.0070,-0.6540,0.4260,0.0000,,0,
1619,422,416,7,,1080.2599,595.9338,979,513,8,,982.0261,660.6183,128,374,4,,806.6277,533.9647,1463,434,5,,1196.7124,484.9729,-0.1656,0.7505,0.0000,,0,
1620,451,418,6,,1079.6566,595.7632,985,512,8,,982.0281,660.5194,132,375,4,,806.0973,533.8397,1460,436,5,,1196.8884,484.9401,-0.1712,0.7520,0.0000,0.3515,0,
1621,475,422,6,,1079.0775,595.5968,990,512,8,,982.0334,660.4205,,,,,,,1457,437,5,,1197.0621,484.9081,0.7056,0.1199,0.0000,,0,
1622,494,425,6,,1078.5176,595.4335,996,513,7,,982.0427,660.3225,134,375,4,,805.5694,533.7149,1455,438,5,,1197.2343,484.8768,-0.1796,0.7543,0.0000,,0,
1623,513,429,6,,1077.9770,595.2744,1002,516,7,,982.0560,660.2266,134,375,4,,805.0423,533.5904,1454,439,5,,1197.4056,484.8462,-0.1849,0.7557,0.0000,0.3314,0,
1624,530,432,7,,1077.4537,595.1185,1007,520,7,,982.0725,660.1335,134,375,4,,804.5160,533.4660,1453,439,5,,1197.5760,484.8156,-0.1902,0.7571,0.0000,0.3259,0,
1625,546,435,7,,1076.9466,594.9657,1012,523,7,,982.0924,660.0425,133,374,4,,803.9897,533.3410,,,,,,,-0.1953,0.7585,0.0000,0.3210,0,
1626,564,441,6,,1076.4576,594.8189,1016,527,7,,982.1149,659.9543,132,374,4,,803.4635,533.2162,1080,423,9,,1197.4977,484.7745,-0.2004,0.7598,0.0000,0.3153,0,
1627,582,445,6,,1075.9867,594.6763,1020,532,7,,982.1400,659.8695,132,374,4,,802.9381,533.0917,834,415,9,,1197.2557,484.7280,-0.2054,0.7612,0.0000,0.3094,0,
1628,601,451,5,,1075.5348,594.5396,1023,538,7,,982.1670,659.7888,131,373,4,,802.4128,532.9665,686,414,8,,1196.9155,484.6809,-0.2103,0.7625,0.0000,0.3035,0,
1629,,,,,,,1027,544,7,,982.1967,659.7122,130,373,4,,801.8875,532.8415,608,417,8,,1196.5240,484.6359,-0.6796,0.4372,0.0000,34.2599,0,
1630,,,,,,,1030,551,6,,982.2283,659.6403,130,372,4,,801.3630,532.7160,579,423,5,,1196.1137,484.5950,-0.6820,0.4382,0.0000,0.1593,0,
1631,646,467,5,,1075.1265,594.4183,,,,,,,130,372,4,,800.8394,532.5906,575,430,4,,1195.7012,484.5587,-0.2202,0.7650,0.0000,33.9456,0,
1632,683,479,7,,1074.7541,594.3087,751,691,10,,982.0755,659.6610,129,372,4,,800.3157,532.4655,580,443,6,,1195.2927,484.5312,-0.2247,0.7661,0.0000,0.2779,0,
1633,,,,,,,576,776,8,,981.8073,659.7379,129,372,4,,799.7929,532.3405,591,455,6,,1194.8920,484.5116,-0.6920,0.4396,0.0000,34.2068,0,
1634,,,,,,,481,822,8,,981.4767,659.8450,129,372,4,,799.2709,532.2157,602,466,6,,1194.4991,484.4993,-0.6963,0.4397,0.0000,0.2558,0,
1635,,,,,,,441,841,6,,981.1202,659.9644,129,372,4,,798.7497,532.0911,611,477,7,,1194.1127,484.4944,-0.7007,0.4397,0.0000,0.2633,0,
1636,,,,,,,437,844,6,,980.7616,660.0858,,,,,,,617,487,4,,1193.7308,484.4960,1.2725,0.6771,0.0000,,0,
1637,764,518,8,,1074.4593,594.2363,453,838,4,,980.4139,660.2030,719,540,6,,798.6878,532.0973,618,498,8,,1193.3500,484.5049,-0.2343,0.7683,0.0000,,0,
1638,822,549,7,,1074.2200,594.1935,,,,,,,1086,645,5,,798.9108,532.1849,614,510,5,,1192.9671,484.5218,-0.2343,0.7681,0.0000,0.0143,0,
1639,865,576,7,,1074.0219,594.1762,763,734,5,,980.2708,660.2515,1285,704,4,,799.2879,532.3182,606,524,5,,1192.5794,484.5479,-0.2335,0.7675,0.0000,0.0640,0,
1640,896,599,7,,1073.8535,594.1808,970,671,4,,980.2640,660.2586,,,,,,,,,,,,,0.6706,0.1278,0.0000,,0,
1641,920,621,8,,1073.7081,594.2061,1094,639,6,,980.3388,660.2446,1250,627,4,,799.6373,532.3916,1093,484,5,,1192.5137,484.5475,-0.2333,0.7670,0.0000,,0,
1642,940,642,11,,1073.5818,594.2513,1156,622,6,,980.4542,660.2195,1180,580,5,,799.9319,532.4285,1402,457,5,,1192.6519,484.5293,-0.2324,0.7666,0.0000,0.0562,0,
1643,958,663,7,,1073.4728,594.3161,1174,609,6,,980.5813,660.1859,1097,554,6,,800.1618,532.4452,1575,440,5,,1192.9039,484.5000,-0.2318,0.7662,0.0000,0.0437,0,
1644,973,682,7,,1073.3781,594.3988,1165,597,6,,980.7023,660.1444,1019,546,5,,800.3311,532.4557,1653,430,5,,1193.2070,484.4641,-0.2315,0.7657,0.0000,0.0358,0,
1645,976,676,6,,1073.2864,594.4756,1143,585,4,,980.8087,660.0951,,,,,,,1669,426,5,,1193.5202,484.4256,0.6705,0.1271,0.0000,,0,
1646,970,655,6,,1073.1893,594.5325,1121,576,7,,980.9006,660.0400,522,444,4,,800.1160,532.3873,1650,426,5,,1193.8205,484.3872,-0.2335,0.7654,0.0000,,0,
1647,963,624,9,,1073.0857,594.5602,1095,566,5,,980.9753,659.9785,203,380,4,,799.6549,532.2696,1615,427,5,,1194.0974,484.3494,-0.2363,0.7659,0.0000,0.1715,0,
1648,954,593,7,,1072.9739,594.5588,1071,556,5,,981.0342,659.9104,22,345,4,,799.0549,532.1251,1575,429,5,,1194.3477,484.3131,-0.2399,0.7666,0.0000,0.2180,0,
1649,945,563,5,,1072.8539,594.5291,,,,,,,-61,329,4,,798.3918,531.9685,1538,432,5,,1194.5733,484.2787,-0.2438,0.7675,0.0000,0.2415,0,
1650,937,536,5,,1072.7265,594.4743,1050,540,5,,981.0793,659.8320,-82,326,4,,797.7136,531.8099,1507,434,5,,1194.7783,484.2457,-0.2478,0.7686,0.0000,0.2500,0,
1651,933,512,9,,1072.5957,594.3971,1033,528,6,,981.1133,659.7458,-66,330,4,,797.0487,531.6545,1483,436,5,,1194.9673,484.2141,-0.2518,0.7697,0.0000,0.2487,0,
1652,929,492,7,,1072.4614,594.3013,1021,519,6,,981.1393,659.6539,-32,338,4,,796.4110,531.5056,,,,,,,-0.2556,0.7710,0.0000,0.2430,0,
1653,926,476,5,,1072.3245,594.1907,1012,510,6,,981.1595,659.5562,6,346,4,,795.8035,531.3630,946,423,6,,1194.8041,484.1740,-0.2594,0.7722,0.0000,0.2359,0,
1654,923,462,5,,1072.1851,594.0673,1005,504,5,,981.1750,659.4547,43,354,4,,795.2253,531.2268,608,411,6,,1194.4199,484.1261,-0.2629,0.7735,0.0000,0.2289,0,
1655,924,450,8,,1072.0469,593.9329,1000,499,5,,981.1873,659.3502,74,361,4,,794.6718,531.0961,419,400,5,,1193.9124,484.0710,-0.2664,0.7749,0.0000,0.2222,0,
1656,923,441,6,,1071.9080,593.7904,996,495,5,,981.1969,659.2431,97,366,4,,794.1368,530.9695,334,390,6,,1193.3500,484.0095,-0.2698,0.7762,0.0000,0.2177,0,
1657,923,433,8,,1071.7693,593.6407,993,491,5,,981.2046,659.1336,114,369,4,,793.6156,530.8454,316,382,6,,1192.7766,483.9428,-0.2731,0.7776,0.0000,0.2143,0,
1658,924,425,9,,1071.6319,593.4838,989,488,6,,981.2097,659.0222,125,372,4,,793.1037,530.7238,337,376,5,,1192.2177,483.8723,-0.2763,0.7790,0.0000,0.2120,0,
1659,924,419,9,,1071.4947,593.3217,986,486,5,,981.2128,658.9097,132,373,4,,792.5979,530.6031,375,372,5,,1191.6842,483.7993,-0.2795,0.7804,0.0000,0.2107,0,
1660,923,415,8,,1071.3568,593.1561,983,485,6,,981.2140,658.7967,,,,,,,417,369,6,,1191.1789,483.7244,0.6629,0.1402,0.0000,,0,
1661,922,411,6,,1071.2183,592.9872,979,484,4,,981.2125,658.6832,135,374,4,,792.0952,530.4834,456,367,6,,1190.6997,483.6483,-0.2834,0.7826,0.0000,,0,
1662,920,408,6,,1071.0781,592.8157,976,483,6,,981.2091,658.5692,136,374,4,,791.5940,530.3639,489,367,5,,1190.2426,483.5723,-0.2866,0.7841,0.0000,0.2113,0,
1663,920,406,5,,1070.9382,592.6427,973,483,6,,981.2038,658.4554,136,374,4,,791.0935,530.2445,514,367,6,,1189.8023,483.4964,-0.2898,0.7856,0.0000,0.2112,0,
1664,919,405,6,,1070.7977,592.4692,969,484,6,,981.1959,658.3423,135,374,4,,790.5931,530.1253,530,367,6,,1189.3731,483.4206,-0.2930,0.7870,0.0000,0.2114,0,
1665,919,406,6,,1070.6574,592.2968,965,485,5,,981.1854,658.2300,134,373,4,,790.0927,530.0056,540,370,5,,1188.9508,483.3469,-0.2962,0.7885,0.0000,0.2112,0,
1666,920,408,8,,1070.5183,592.1267,961,488,5,,981.1724,658.1199,132,373,4,,789.5915,529.8860,546,373,6,,1188.5331,483.2752,-0.2995,0.7899,0.0000,0.2108,0,
1667,921,409,8,,1070.3804,591.9578,957,491,5,,981.1567,658.0118,131,373,4,,789.0903,529.7666,548,376,5,,1188.1172,483.2055,-0.3026,0.7914,0.0000,0.2103,0,
1668,920,412,5,,1070.2418,591.7919,954,494,5,,981.1392,657.9058,131,373,4,,788.5899,529.6474,547,380,6,,1187.7011,483.1386,-0.3058,0.7928,0.0000,0.2099,0,
1669,920,416,6,,1070.1034,591.6300,950,499,5,,981.1191,657.8031,130,373,4,,788.0894,529.5284,545,385,5,,1187.2844,483.0749,-0.3090,0.7942,0.0000,0.2094,0,
1670,918,421,6,,1069.9635,591.4731,946,503,5,,981.0964,657.7032,130,373,4,,787.5898,529.4095,543,391,5,,1186.8668,483.0153,-0.3122,0.7956,0.0000,0.2089,0,
1671,919,427,9,,1069.8248,591.3219,942,508,5,,981.0712,657.6066,129,372,4,,787.0901,529.2901,540,397,5,,1186.4479,482.9596,-0.3154,0.7969,0.0000,0.2080,0,
1672,918,432,6,,1069.6854,591.1756,938,514,5,,981.0434,657.5140,129,372,4,,786.5912,529.1708,537,403,5,,1186.0275,482.9078,-0.3186,0.7983,0.0000,0.2074,0,
1673,918,440,6,,1069.5462,591.0369,934,521,6,,981.0131,657.4260,129,372,4,,786.0930,529.0518,534,411,5,,1185.6058,482.8613,-0.3218,0.7996,0.0000,0.2063,0,
1674,918,448,7,,1069.4073,590.9058,929,528,4,,980.9796,657.3427,129,372,4,,785.5956,528.9329,533,421,4,,1185.1840,482.8213,-0.3250,0.8008,0.0000,0.2051,0,
1675,919,457,8,,1069.2696,590.7832,926,536,5,,980.9442,657.2646,,,,,,,531,434,4,,1184.7614,482.7898,0.6511,0.1598,0.0000,,0,
1676,917,466,5,,1069.1303,590.6690,922,546,5,,980.9063,657.1931,666,371,5,,785.5052,528.8134,529,442,5,,1184.3380,482.7634,-0.3268,0.8026,0.0000,,0,
1677,917,476,6,,1068.9912,590.5642,,,,,,,1007,374,5,,785.6726,528.6964,527,452,5,,1183.9140,482.7436,-0.3267,0.8037,0.0000,0.0671,0,
1678,917,488,6,,1068.8524,590.4706,814,713,8,,980.7990,657.2289,1199,383,7,,785.9847,528.5864,526,466,5,,1183.4898,482.7328,-0.3258,0.8047,0.0000,0.0802,0,
1679,916,498,4,,1068.7130,590.3862,747,817,7,,980.6489,657.3316,1288,393,6,,786.3636,528.4841,,,,,,,-0.3246,0.8056,0.0000,0.0911,0,
1680,915,510,4,,1068.5729,590.3129,,,,,,,1311,407,5,,786.7592,528.3924,524,485,5,,1183.0649,482.7343,-0.3233,0.8065,0.0000,0.0912,0,
1681,915,524,5,,1068.4330,590.2525,803,740,5,,980.5349,657.3846,1296,422,6,,787.1430,528.3123,521,503,5,,1182.6386,482.7473,-0.3221,0.8072,0.0000,0.0844,0,
1682,914,539,6,,1068.2925,590.2059,846,677,4,,980.4486,657.3972,1263,439,7,,787.5013,528.2450,519,510,6,,1182.2115,482.7648,-0.3210,0.8077,0.0000,0.0737,0,
1683,,,,,,,,,,,,,1225,456,8,,787.8305,528.1907,516,503,4,,1181.7831,482.7779,0.2481,1.3452,0.0000,,0,
1684,916,554,7,,1068.1540,590.1730,693,656,5,,980.2643,657.3963,1191,473,7,,788.1336,528.1492,514,486,4,,1181.3540,482.7799,-0.3186,0.8084,0.0000,,0,
1685,918,552,7,,1068.0177,590.1383,598,642,5,,980.0194,657.3864,1162,489,9,,788.4145,528.1198,512,463,4,,1180.9241,482.7672,-0.3178,0.8087,0.0000,0.0475,0,
1686,921,539,5,,1067.8843,590.0919,546,633,5,,979.7416,657.3708,1141,506,7,,788.6792,528.1031,510,439,4,,1180.4935,482.7391,-0.3172,0.8090,0.0000,0.0437,0,
1687,923,516,5,,1067.7529,590.0247,524,628,5,,979.4500,657.3520,1127,514,9,,788.9330,528.0926,508,414,4,,1180.0621,482.6950,-0.3166,0.8094,0.0000,0.0435,0,
1688,924,490,6,,1067.6227,589.9342,520,625,5,,979.1563,657.3314,1118,502,10,,789.1796,528.0730,505,390,5,,1179.6294,482.6356,-0.3160,0.8100,0.0000,0.0481,0,
1689,925,464,8,,1067.4936,589.8202,527,625,5,,978.8674,657.3107,1113,477,10,,789.4222,528.0348,502,370,5,,1179.1953,482.5635,-0.3154,0.8107,0.0000,0.0570,0,
1690,925,441,4,,1067.3648,589.6856,539,625,5,,978.5865,657.2901,1115,447,7,,789.6659,527.9741,499,353,5,,1178.7599,482.4805,-0.3148,0.8117,0.0000,0.0680,0,
1691,925,420,4,,1067.2362,589.5324,553,626,5,,978.3149,657.2701,,,,,,,496,339,6,,1178.3231,482.3887,0.6278,0.1660,0.0000,,0,
1692,925,402,4,,1067.1078,589.3631,565,627,5,,978.0513,657.2508,536,397,4,,789.4762,527.8761,493,326,6,,1177.8849,482.2887,-0.3171,0.8138,0.0000,,0,
1693,928,385,7,,1066.9824,589.1788,575,628,5,,977.7944,657.2321,171,367,4,,789.0139,527.7559,489,315,5,,1177.4447,482.1818,-0.3200,0.8153,0.0000,0.1986,0,
1694,933,370,5,,1066.8617,588.9814,582,629,5,,977.5423,657.2142,-30,351,4,,788.4023,527.6239,487,305,6,,1177.0038,482.0687,-0.3237,0.8170,0.0000,0.2409,0,
1695,932,359,5,,1066.7403,588.7744,587,630,5,,977.2938,657.1968,-118,346,4,,787.7259,527.4884,485,297,6,,1176.5622,481.9506,-0.3277,0.8187,0.0000,0.2605,0,
1696,934,350,6,,1066.6210,588.5597,591,630,5,,977.0480,657.1795,-134,346,4,,787.0386,527.3530,484,290,6,,1176.1206,481.8282,-0.3317,0.8204,0.0000,0.2638,0,
1697,933,341,5,,1066.5009,588.3373,593,630,5,,976.8039,657.1623,-109,350,4,,786.3709,527.2209,482,286,5,,1175.6782,481.7034,-0.3356,0.8222,0.0000,0.2592,0,
1698,,,,,,,,,,,,,-65,354,4,,785.7370,527.0919,,,,,,,,,,,0,
1699,935,329,8,,1066.3829,588.1045,1214,635,4,,976.9546,657.1482,-17,359,4,,785.1398,526.9669,1049,366,5,,1175.5975,481.6297,-0.3424,0.8246,0.0000,,0,
1700,938,321,6,,1066.2677,587.8649,1602,641,35,,977.3514,657.1379,27,364,4,,784.5761,526.8457,1407,419,5,,1175.7448,481.5898,-0.3458,0.8264,0.0000,0.2306,0,
1701,939,315,6,,1066.1537,587.6204,1885,695,5,,977.9273,657.1620,65,367,4,,784.0415,526.7269,1605,449,5,,1176.0178,481.5691,-0.3490,0.8283,0.0000,0.2230,0,
1702,940,311,7,,1066.0408,587.3728,2021,729,5,,978.5887,657.2075,93,370,4,,783.5285,526.6106,1693,465,5,,1176.3465,481.5586,-0.3522,0.8301,0.0000,0.2172,0,
1703,941,308,7,,1065.9289,587.1229,2061,747,5,,979.2746,657.2644,113,371,4,,783.0311,526.4952,1709,470,5,,1176.6849,481.5512,-0.3552,0.8319,0.0000,0.2131,0,
1704,941,309,5,,1065.8173,586.8744,2045,756,6,,979.9496,657.3269,126,372,4,,782.5441,526.3806,1686,468,5,,1177.0083,481.5426,-0.3582,0.8337,0.0000,0.2100,0,
1705,940,309,5,,1065.7050,586.6263,1999,757,5,,980.5945,657.3900,133,373,4,,782.0630,526.2670,1643,464,5,,1177.3039,481.5315,-0.3612,0.8355,0.0000,0.2085,0,
1706,943,309,8,,1065.5955,586.3787,1944,755,6,,981.2039,657.4518,,,,,,,1595,458,5,,1177.5688,481.5166,0.6340,0.1808,0.0000,,0,
1707,945,311,7,,1065.4880,586.1332,1890,750,6,,981.7783,657.5103,137,373,4,,781.5855,526.1536,1552,453,5,,1177.8061,481.4985,-0.3646,0.8386,0.0000,,0,
1708,947,313,8,,1065.3825,585.8900,1845,745,6,,982.3236,657.5655,138,373,4,,781.1095,526.0403,1515,448,5,,1178.0196,481.4773,-0.3675,0.8403,0.0000,0.2046,0,
1709,947,315,8,,1065.2772,585.6490,1809,740,4,,982.8455,657.6176,137,373,4,,780.6335,525.9272,1487,444,5,,1178.2152,481.4536,-0.3704,0.8421,0.0000,0.2042,0,
1710,948,319,8,,1065.1730,585.4120,1784,736,6,,983.3509,657.6670,136,373,4,,780.1574,525.8143,1468,441,5,,1178.3984,481.4280,-0.3733,0.8439,0.0000,0.2033,0,
1711,948,324,8,,1065.0689,585.1799,1768,734,6,,983.8456,657.7151,134,373,4,,779.6805,525.7015,1455,439,5,,1178.5733,481.4012,-0.3763,0.8456,0.0000,0.2027,0,
1712,949,329,8,,1064.9659,584.9526,1757,731,5,,984.3328,657.7613,133,373,4,,779.2036,525.5889,1448,438,5,,1178.7435,481.3737,-0.3792,0.8473,0.0000,0.2017,0,
1713,950,336,6,,1064.8640,584.7319,1751,729,5,,984.8156,657.8062,132,373,4,,778.7267,525.4764,,,,,,,-0.3820,0.8490,0.0000,0.2004,0,
1714,951,343,6,,1064.7632,584.5178,1750,728,5,,985.2971,657.8504,131,373,4,,778.2498,525.3642,860,364,5,,1178.5422,481.2996,-0.3849,0.8506,0.0000,0.1990,0,
1715,952,349,6,,1064.6634,584.3094,,,,,,,130,373,4,,777.7728,525.2521,491,323,5,,1178.1085,481.1998,-0.3878,0.8522,0.0000,0.1980,0,
1716,952,357,6,,1064.5638,584.1084,1211,564,5,,985.4390,657.7913,130,373,4,,777.2965,525.1401,286,307,5,,1177.5460,481.0899,-0.3907,0.8538,0.0000,0.1966,0,
1717,953,366,5,,1064.4652,583.9157,873,467,5,,985.3684,657.6714,129,372,4,,776.8202,525.0276,197,307,5,,1176.9282,480.9802,-0.3936,0.8553,0.0000,0.1953,0,
1718,952,378,5,,1064.3660,583.7340,686,418,5,,985.1803,657.5209,129,372,4,,776.3446,524.9152,180,318,6,,1176.3004,480.8776,-0.3964,0.8568,0.0000,0.1937,0,
1719,951,388,4,,1064.2660,583.5614,604,402,6,,984.9411,657.3605,129,372,4,,775.8696,524.8031,205,334,6,,1175.6892,480.7852,-0.3993,0.8582,0.0000,0.1925,0,
1720,951,399,4,,1064.1662,583.3988,589,410,4,,984.6927,657.2053,129,372,4,,775.3954,524.6910,250,355,7,,1175.1070,480.7061,-0.4022,0.8596,0.0000,0.1909,0,
1721,,,,,,,611,430,4,,984.4584,657.0629,,,,,,,300,376,5,,1174.5570,480.6403,1.1951,0.7115,0.0000,,0,
1722,955,417,4,,1064.0701,583.2523,651,456,7,,984.2495,656.9369,760,332,8,,775.3841,524.5499,346,399,6,,1174.0365,480.5890,-0.4027,0.8610,0.0000,,0,
1723,958,437,9,,1063.9768,583.1237,695,484,6,,984.0683,656.8286,1156,314,7,,775.6628,524.3957,383,422,6,,1173.5400,480.5522,-0.4018,0.8624,0.0000,0.1014,0,
1724,956,456,4,,1063.8819,583.0120,724,507,8,,983.9056,656.7348,1377,313,7,,776.1026,524.2411,414,437,7,,1173.0635,480.5249,-0.4001,0.8637,0.0000,0.1307,0,
1725,,,,,,,737,526,8,,983.7512,656.6531,1476,321,4,,776.6142,524.0925,443,448,6,,1172.6058,480.5045,-0.7982,0.4963,0.0000,32.5059,0,
1726,,,,,,,741,540,6,,983.5995,656.5802,1496,337,6,,777.1397,523.9559,464,457,7,,1172.1618,480.4898,-0.7963,0.4973,0.0000,0.1286,0,
1727,,,,,,,730,551,7,,983.4411,656.5142,1472,359,6,,777.6469,523.8355,480,467,9,,1171.7284,480.4813,-0.7946,0.4983,0.0000,0.1186,0,
1728,923,482,5,,1063.7583,582.9233,710,562,8,,983.2704,656.4552,,,,,,,490,477,10,,1171.3018,480.4791,0.6351,0.2031,0.0000,,0,
1729,,,,,,,683,572,11,,983.0831,656.4025,790,372,4,,777.6559,523.7247,501,489,7,,1170.8826,480.4845,-0.7963,0.4994,0.0000,,0,
1730,,,,,,,652,584,11,,982.8767,656.3574,337,378,4,,777.3347,523.6185,509,502,7,,1170.4690,480.4979,-0.7989,0.5001,0.0000,0.1647,0,
1731,,,,,,,597,622,5,,982.6363,656.3360,67,381,4,,776.8174,523.5147,516,518,8,,1170.0602,480.5213,-0.8027,0.5007,0.0000,0.2304,0,
1732,857,512,5,,1063.5769,582.8611,566,643,5,,982.3769,656.3277,-71,382,4,,776.2004,523.4117,521,536,10,,1169.6550,480.5560,-0.4011,0.8686,0.0000,32.6788,0,
